,anime_id,name,genre,type,episodes,avg_rating,user_avg_rating
42,30654,Ansatsu Kyoushitsu (TV) 2nd Season,"Action, Comedy, School, Shounen",TV,25,8.68,8.687342833193629
43,20583,Haikyuu!!,"Comedy, Drama, School, Shounen, Sports",TV,25,8.68,8.717292006525286
44,19647,Hajime no Ippo: Rising,"Comedy, Drama, Shounen, Sports",TV,25,8.68,8.774525745257453
45,4282,Kara no Kyoukai 5: Mujun Rasen,"Action, Drama, Mystery, Romance, Supernatural, Thriller",Movie,1,8.68,8.779875717017209
46,10379,Natsume Yuujinchou San,"Drama, Fantasy, Shoujo, Slice of Life, Supernatural",TV,13,8.67,8.721481962950927
47,22135,Ping Pong The Animation,"Psychological, Seinen, Sports",TV,11,8.67,8.704545454545455
48,21329,Mushishi Special: Hihamukage,"Adventure, Fantasy, Historical, Mystery, Seinen, Slice of Life, Supernatural",Special,1,8.66,8.708744247205786
49,31043,Boku dake ga Inai Machi,"Mystery, Psychological, Seinen, Supernatural",TV,12,8.65,8.744963083468903
50,7785,Yojouhan Shinwa Taikei,"Mystery, Psychological, Romance",TV,11,8.65,8.696243875884594
51,3297,Aria The Origination,"Fantasy, Sci-Fi, Shounen, Slice of Life",TV,13,8.64,8.809851088201604
52,30709,Kamisama Hajimemashita: Kako-hen,"Comedy, Demons, Fantasy, Shoujo, Supernatural",OVA,4,8.64,8.677655677655677
53,6114,Rainbow: Nisha Rokubou no Shichinin,"Drama, Historical, Seinen, Thriller",TV,26,8.64,8.813696612665685
54,31240,Re:Zero kara Hajimeru Isekai Seikatsu,"Drama, Fantasy, Psychological, Thriller",TV,25,8.64,8.700589689937226
55,4565,Tengen Toppa Gurren Lagann Movie: Lagann-hen,"Action, Mecha, Sci-Fi, Space, Super Power",Movie,1,8.64,8.707837505129257
56,5300,Zoku Natsume Yuujinchou,"Drama, Fantasy, Shoujo, Slice of Life, Supernatural",TV,13,8.64,8.694010416666666
57,9989,Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai.,"Drama, Slice of Life, Supernatural",TV,11,8.62,8.763442322071919
58,24415,Kuroko no Basket 3rd Season,"Comedy, School, Shounen, Sports",TV,25,8.62,8.710694923607688
59,11577,Steins;Gate Movie: Fuka Ryouiki no Déjà vu,"Sci-Fi, Thriller",Movie,1,8.61,8.703476851017834
60,10408,Hotarubi no Mori e,"Drama, Romance, Shoujo, Supernatural",Movie,1,8.61,8.708931284821881
61,28171,Shokugeki no Souma,"Ecchi, School, Shounen",TV,24,8.61,8.649114978432248
62,32995,Yuri!!! on Ice,"Comedy, Sports",TV,12,8.61,
63,21899,Gintama: Yorinuki Gintama-san on Theater 2D,"Action, Comedy, Historical, Parody, Samurai, Sci-Fi, Shounen",Movie,2,8.6,8.796703296703297
64,26055,JoJo no Kimyou na Bouken: Stardust Crusaders 2nd Season,"Action, Adventure, Drama, Shounen, Supernatural",TV,24,8.6,8.64050303555941
65,7472,Gintama Movie: Shinyaku Benizakura-hen,"Action, Comedy, Historical, Parody, Samurai, Sci-Fi, Shounen",Movie,1,8.59,8.648755656108598
66,777,Hellsing Ultimate,"Action, Horror, Military, Seinen, Supernatural, Vampire",OVA,10,8.59,8.76746006890072
67,22535,Kiseijuu: Sei no Kakuritsu,"Action, Drama, Horror, Psychological, Sci-Fi, Seinen",TV,24,8.59,8.684994964753272
68,28735,Shouwa Genroku Rakugo Shinjuu,"Drama, Historical, Josei",TV,13,8.59,8.728699551569507
69,12431,Uchuu Kyoudai,"Comedy, Sci-Fi, Seinen, Slice of Life, Space",TV,99,8.59,8.819148936170214
70,28805,Bakemono no Ko,"Adventure, Supernatural",Movie,1,8.58,8.62760736196319
71,578,Hotaru no Haka,"Drama, Historical",Movie,1,8.58,8.634153661464586
72,16894,Kuroko no Basket 2nd Season,"Comedy, School, Shounen, Sports",TV,25,8.58,8.71256782519431
73,5028,Major S5,"Comedy, Drama, Romance, Sports",TV,25,8.58,8.656546489563567
74,21,One Piece,"Action, Adventure, Comedy, Drama, Fantasy, Shounen, Super Power",TV,Unknown,8.58,
75,801,Ghost in the Shell: Stand Alone Complex 2nd GIG,"Action, Mecha, Military, Mystery, Police, Sci-Fi, Seinen",TV,26,8.57,8.620260328239954
76,31933,JoJo no Kimyou na Bouken: Diamond wa Kudakenai,"Action, Adventure, Comedy, Drama, Shounen, Supernatural",TV,39,8.57,
77,5205,Kara no Kyoukai 7: Satsujin Kousatsu (Kou),"Action, Mystery, Romance, Supernatural, Thriller",Movie,1,8.57,8.690883190883191
78,17389,Kingdom 2nd Season,"Action, Historical, Military, Seinen",TV,39,8.57,8.601839684625492
79,170,Slam Dunk,"Comedy, Drama, School, Shounen, Sports",TV,101,8.56,8.62954844366506
80,10162,Usagi Drop,"Josei, Slice of Life",TV,11,8.56,8.657912234042554
81,18617,Girls und Panzer der Film,"Military, School",Movie,1,8.55,8.588100686498857
82,32182,Mob Psycho 100,"Action, Comedy, Slice of Life, Supernatural",TV,12,8.55,8.610661268556006
83,877,Nana,"Comedy, Drama, Music, Romance, Shoujo, Slice of Life",TV,47,8.55,8.738170347003155
84,2251,Baccano!,"Action, Comedy, Historical, Mystery, Seinen, Supernatural",TV,13,8.54,8.66065911431514
85,24687,Mushishi Zoku Shou: Odoro no Michi,"Adventure, Fantasy, Historical, Mystery, Seinen, Slice of Life, Supernatural",Special,1,8.54,8.556772908366534
86,16498,Shingeki no Kyojin,"Action, Drama, Fantasy, Shounen, Super Power",TV,25,8.54,8.725741399762752
87,10030,Bakuman. 2nd Season,"Comedy, Drama, Romance, Shounen",TV,25,8.53,8.642897889332573
88,5941,Cross Game,"Comedy, Drama, Romance, School, Sports",TV,50,8.53,8.69264384559359
89,30346,Doukyuusei (Movie),"Romance, School, Shounen Ai, Slice of Life",Movie,1,8.53,8.536269430051814
90,3784,Evangelion: 2.0 You Can (Not) Advance,"Action, Mecha, Sci-Fi",Movie,1,8.53,8.67787664002413
91,13125,Shinsekai yori,"Drama, Horror, Mystery, Sci-Fi, Supernatural",TV,25,8.53,8.657247037374658
92,12029,Uchuu Senkan Yamato 2199,"Action, Drama, Military, Sci-Fi, Space",OVA,26,8.53,8.764868603042878
93,14397,Chihayafuru 2,"Drama, Game, Josei, Slice of Life, Sports",TV,25,8.52,8.576103500761034
94,10087,Fate/Zero,"Action, Fantasy, Supernatural",TV,13,8.51,8.63584859183841
95,14719,JoJo no Kimyou na Bouken (TV),"Action, Adventure, Shounen, Supernatural, Vampire",TV,26,8.51,8.64937808026285
96,9756,Mahou Shoujo Madoka★Magica,"Drama, Magic, Psychological, Thriller",TV,12,8.51,8.582508821697918
97,10165,Nichijou,"Comedy, School, Slice of Life",TV,26,8.52,8.639903167238248
98,13601,Psycho-Pass,"Action, Police, Psychological, Sci-Fi",TV,22,8.5,8.637281910009182
99,22789,Barakamon,"Comedy, Slice of Life",TV,12,8.5,8.541864139020538
100,30230,Diamond no Ace: Second Season,"Comedy, School, Shounen, Sports",TV,51,8.5,8.587016574585636
101,18115,Magi: The Kingdom of Magic,"Action, Adventure, Fantasy, Magic, Shounen",TV,25,8.5,8.593262946204122
102,11981,Mahou Shoujo Madoka★Magica Movie 3: Hangyaku no Monogatari,"Drama, Magic, Psychological, Thriller",Movie,1,8.5,8.603178879310345
103,11917,Major: World Series,"Comedy, Drama, Sports",OVA,2,8.5,8.56989247311828
104,205,Samurai Champloo,"Action, Adventure, Comedy, Historical, Samurai, Shounen",TV,26,8.5,8.552056714203282
105,32282,Shokugeki no Souma: Ni no Sara,"Ecchi, School, Shounen",TV,13,8.5,8.502526103065005
106,6594,Katanagatari,"Action, Adventure, Historical, Martial Arts, Romance",TV,12,8.49,8.616583676120372
107,11979,Mahou Shoujo Madoka★Magica Movie 2: Eien no Monogatari,"Drama, Magic, Psychological, Thriller",Movie,1,8.49,8.589308442935936
108,7655,Major S6,"Comedy, Drama, Sports",TV,25,8.49,8.529076396807298
109,2246,Mononoke,"Demons, Fantasy, Historical, Horror, Mystery, Seinen, Supernatural",TV,12,8.49,8.57160417947142
110,25835,Shirobako,"Comedy, Drama",TV,24,8.49,8.625299472927647
111,2921,Ashita no Joe 2,"Drama, Sports",TV,47,8.48,8.645833333333334
112,136,Hunter x Hunter,"Action, Adventure, Shounen, Super Power",TV,62,8.48,8.539192399049881
113,30503,Noragami Aragoto,"Action, Adventure, Shounen, Supernatural",TV,13,8.48,8.497752202841216
114,12531,Sakamichi no Apollon,"Drama, Josei, Music, Romance, School",TV,12,8.48,8.609720534629405
115,523,Tonari no Totoro,"Adventure, Comedy, Supernatural",Movie,1,8.48,8.507540548231054
116,467,Ghost in the Shell: Stand Alone Complex,"Action, Mecha, Military, Police, Sci-Fi, Seinen",TV,26,8.47,8.514237542150617
117,572,Kaze no Tani no Nausicaä,"Adventure, Fantasy",Movie,1,8.47,8.474188666554566
118,19815,No Game No Life,"Adventure, Comedy, Ecchi, Fantasy, Game, Supernatural",TV,12,8.47,8.602927956851163
119,2559,Romeo no Aoi Sora,"Adventure, Drama, Historical, Slice of Life",TV,33,8.47,8.428571428571429
120,392,Yuu☆Yuu☆Hakusho,"Action, Comedy, Demons, Fantasy, Martial Arts, School, Shounen",TV,112,8.47,8.541230714665721
121,486,Kino no Tabi: The Beautiful World,"Action, Adventure, Slice of Life",TV,13,8.46,8.575620767494357
122,11771,Kuroko no Basket,"Comedy, School, Shounen, Sports",TV,25,8.46,8.611434511434512
123,1698,Nodame Cantabile,"Comedy, Drama, Josei, Music, Romance, Slice of Life",TV,23,8.46,8.607235701906413
124,5341,Ookami to Koushinryou II,"Adventure, Fantasy, Historical, Romance",TV,12,8.46,8.525311203319502
125,25781,Shingeki no Kyojin: Kuinaki Sentaku,"Action, Fantasy, Shoujo, Supernatural",OVA,2,8.45,8.494850669412976
126,10863,Steins;Gate: Oukoubakko no Poriomania,"Sci-Fi, Thriller",Special,1,8.46,8.563212851405622
127,28701,Fate/stay night: Unlimited Blade Works 2nd Season,"Action, Fantasy, Magic, Shounen, Supernatural",TV,13,8.45,8.569178212184475
128,5420,Kemono no Souja Erin,"Drama, Fantasy",TV,50,8.45,8.645038167938932
129,9260,Kizumonogatari I: Tekketsu-hen,"Mystery, Supernatural, Vampire",Movie,1,8.45,8.437027707808564
130,32,Neon Genesis Evangelion: The End of Evangelion,"Dementia, Drama, Mecha, Psychological, Sci-Fi",Movie,1,8.45,8.405749293119698
131,4224,Toradora!,"Comedy, Romance, School, Slice of Life",TV,25,8.45,8.596822959159187
132,2236,Toki wo Kakeru Shoujo,"Adventure, Drama, Romance, Sci-Fi",Movie,1,8.44,8.565520945220193
133,2685,Tsubasa: Tokyo Revelations,"Action, Adventure, Drama, Fantasy, Romance, Shounen",OVA,3,8.44,8.56244830438379
134,31181,Owarimonogatari,"Comedy, Mystery, Supernatural",TV,12,8.43,8.469777306468718
135,45,Rurouni Kenshin: Meiji Kenkaku Romantan,"Action, Adventure, Comedy, Historical, Romance, Samurai",TV,94,8.43,8.521865000761847
136,2418,Stranger: Mukou Hadan,"Action, Adventure, Historical, Samurai",Movie,1,8.43,8.478592243891503
137,1365,Detective Conan Movie 06: The Phantom of Baker Street,"Adventure, Mystery, Police, Shounen",Movie,1,8.42,8.495852534562212
138,22297,Fate/stay night: Unlimited Blade Works,"Action, Fantasy, Magic, Shounen, Supernatural",TV,12,8.42,8.569153776160146
139,627,Major S1,"Comedy, Drama, Shounen, Sports",TV,26,8.42,8.492418772563177
140,10937,Mobile Suit Gundam: The Origin,"Action, Mecha, Military, Sci-Fi, Shounen, Space",OVA,6,8.42,
141,23755,Nanatsu no Taizai,"Action, Adventure, Ecchi, Fantasy, Shounen, Supernatural",TV,24,8.42,8.539370078740157
142,4081,Natsume Yuujinchou,"Drama, Fantasy, Shoujo, Slice of Life, Supernatural",TV,13,8.42,8.500787401574803
143,4155,One Piece Film: Strong World,"Action, Adventure, Comedy, Drama, Fantasy, Shounen",Movie,1,8.42,8.602542372881356
144,1889,Higurashi no Naku Koro ni Kai,"Mystery, Psychological, Supernatural, Thriller",TV,24,8.41,8.558106539404102
145,137,Hunter x Hunter OVA,"Action, Adventure, Shounen, Super Power",OVA,8,8.41,8.48815377738042
146,139,Hunter x Hunter: Greed Island Final,"Action, Adventure, Shounen, Super Power",OVA,14,8.41,8.475332475332475
147,23317,Kuroshitsuji: Book of Murder,"Comedy, Demons, Fantasy, Historical, Mystery, Shounen, Supernatural",OVA,2,8.41,8.486437613019891
148,558,Major S2,"Comedy, Drama, Shounen, Sports",TV,26,8.41,8.476043276661514
149,5040,One Outs,"Psychological, Seinen, Sports",TV,25,8.41,8.492479587451655
150,57,Beck,"Comedy, Drama, Music, Shounen, Slice of Life",TV,26,8.4,8.576465847269796
151,33,Berserk,"Action, Adventure, Demons, Drama, Fantasy, Horror, Military, Romance, Seinen, Supernatural",TV,25,8.4,8.404622395833334
152,5,Cowboy Bebop: Tengoku no Tobira,"Action, Drama, Mystery, Sci-Fi, Space",Movie,1,8.4,8.439723661485319
153,1842,Major S3,"Drama, Shounen, Sports",TV,26,8.4,8.48151191454396
154,6336,Mobile Suit Gundam Unicorn,"Action, Drama, Mecha, Military, Sci-Fi, Space",OVA,7,8.4,8.497902097902099
155,20651,Natsume Yuujinchou: Itsuka Yuki no Hi ni,"Drama, Fantasy, Shoujo, Slice of Life, Supernatural",OVA,1,8.4,8.49490538573508
156,1210,NHK ni Youkoso!,"Comedy, Drama, Psychological, Romance",TV,24,8.4,8.479379666858128
157,338,Rose of Versailles,"Adventure, Drama, Historical, Romance, Shoujo",TV,40,8.4,8.504258943781942
158,13759,Sakurasou no Pet na Kanojo,"Comedy, Drama, Romance, School, Slice of Life",TV,24,8.4,8.528880157170923
159,6547,Angel Beats!,"Action, Comedy, Drama, School, Supernatural",TV,13,8.39,8.549713558243157
160,5081,Bakemonogatari,"Mystery, Romance, Supernatural, Vampire",TV,15,8.39,8.51307236747075
161,32867,Bungou Stray Dogs 2nd Season,"Mystery, Seinen, Supernatural",TV,12,8.39,
162,264,Hajime no Ippo: Champion Road,"Comedy, Shounen, Sports",Special,1,8.39,8.43511818620357
163,12859,One Piece Film: Z,"Action, Adventure, Comedy, Drama, Fantasy, Shounen",Movie,1,8.39,8.54205946337926
164,853,Ouran Koukou Host Club,"Comedy, Harem, Romance, School, Shoujo",TV,26,8.39,8.531851111666251
165,5460,Detective Conan Movie 13: The Raven Chaser,"Action, Mystery, Police, Shounen",Movie,1,8.38,8.441176470588236
166,6746,Durarara!!,"Action, Mystery, Supernatural",TV,24,8.38,8.571437570870605
167,5690,Nodame Cantabile Finale,"Comedy, Josei, Music, Romance",TV,11,8.38,8.511492014024153
168,329,Planetes,"Drama, Romance, Sci-Fi, Seinen, Space",TV,26,8.38,8.539092664092664
169,34240,Shelter,"Music, Sci-Fi",Music,1,8.38,8.390612569610182
170,513,Tenkuu no Shiro Laputa,"Adventure, Fantasy, Romance, Sci-Fi",Movie,1,8.38,8.382607303010891
171,6945,Gintama: Shiroyasha Koutan,"Action, Comedy, Historical, Parody, Sci-Fi",Special,1,8.37,8.436222005842259
172,1142,Hachimitsu to Clover II,"Drama, Josei, Romance",TV,12,8.37,8.492494929006085
173,6811,InuYasha: Kanketsu-hen,"Action, Adventure, Comedy, Demons, Fantasy, Magic, Romance, Shounen, Supernatural",TV,26,8.37,8.496526629176316
174,16664,Kaguya-hime no Monogatari,"Fantasy, Historical",Movie,1,8.37,8.444320712694877
175,1604,Katekyo Hitman Reborn!,"Action, Comedy, Shounen, Super Power",TV,203,8.37,8.544025718878371
176,22145,Kuroshitsuji: Book of Circus,"Comedy, Demons, Fantasy, Historical, Shounen, Supernatural",TV,10,8.37,8.40705009276438
177,2966,Ookami to Koushinryou,"Adventure, Fantasy, Historical, Romance",TV,13,8.37,8.449955800019644
178,31964,Boku no Hero Academia,"Action, Comedy, School, Shounen, Super Power",TV,13,8.36,8.430753768844221
179,19363,Gin no Saji 2nd Season,"Comedy, School, Shounen, Slice of Life",TV,11,8.36,8.442340067340067
180,18195,Little Busters!: Refrain,"Comedy, Drama, Romance, School, Slice of Life, Supernatural",TV,13,8.36,8.534173533688802
181,9890,Major: Message,"Comedy, Drama, Sports",OVA,1,8.36,8.384937238493723
182,9130,Saint Seiya: The Lost Canvas - Meiou Shinwa 2,"Action, Adventure, Martial Arts, Shounen, Super Power, Supernatural",OVA,13,8.36,8.323831242873432
183,9863,SKET Dance,"Comedy, School, Shounen",TV,77,8.36,8.567444507683552
184,7674,Bakuman.,"Comedy, Romance, Shounen",TV,25,8.35,8.472819389292072
185,11843,Danshi Koukousei no Nichijou,"Comedy, School, Shounen, Slice of Life",TV,12,8.35,8.43549557393702
186,16782,Kotonoha no Niwa,"Drama, Psychological, Romance, Slice of Life",Movie,1,8.35,8.42704688593422
187,28675,Kyoukai no Kanata Movie: I&#039;ll Be Here - Mirai-hen,"Fantasy, Slice of Life, Supernatural",Movie,1,8.35,8.39699749791493
188,3226,Major S4,"Comedy, Drama, Shounen, Sports",TV,26,8.35,8.40658362989324
189,21557,Omoide no Marnie,"Drama, Mystery, Psychological",Movie,1,8.35,8.447814451382694
190,31715,Working!!!: Lord of the Takanashi,"Comedy, Romance, Slice of Life",Special,1,8.34,8.343537414965986
191,43,Ghost in the Shell,"Action, Mecha, Police, Psychological, Sci-Fi, Seinen",Movie,1,8.34,8.305945223780896
192,9617,K-On! Movie,"Comedy, Music, Slice of Life",Movie,1,8.34,8.402173913043478
193,31051,Kuroko no Basket: Saikou no Present Desu,"Action, School, Shounen, Sports",Special,1,8.34,8.429928741092636
194,10153,Mahou Shoujo Lyrical Nanoha: The Movie 2nd A&#039;s,"Action, Comedy, Drama, Magic, Super Power",Movie,1,8.34,8.519662921348315
195,1033,Sennen Joyuu,"Action, Adventure, Drama, Fantasy, Historical, Romance",Movie,1,8.34,8.357453754080522
196,32188,Steins;Gate: Kyoukaimenjou no Missing Link - Divide By Zero,"Sci-Fi, Thriller",Special,1,8.34,8.414125200642054
197,3091,xxxHOLiC Kei,"Comedy, Drama, Mystery, Psychological, Supernatural",TV,13,8.34,8.424535050071531
198,12115,Berserk: Ougon Jidai-hen III - Kourin,"Action, Adventure, Demons, Drama, Fantasy, Horror, Military, Seinen, Supernatural",Movie,1,8.33,8.425380228136882
199,28223,Death Parade,"Drama, Game, Mystery, Psychological, Thriller",TV,12,8.33,8.467881651479356
200,121,Fullmetal Alchemist,"Action, Adventure, Comedy, Drama, Fantasy, Magic, Military, Shounen",TV,51,8.33,8.453356459778735
201,3002,Gyakkyou Burai Kaiji: Ultimate Survivor,"Game, Psychological, Seinen, Thriller",TV,26,8.33,8.395401432340746
202,138,Hunter x Hunter: Greed Island,"Action, Adventure, Shounen, Super Power",OVA,8,8.33,8.39623430962343
203,6675,Redline,"Action, Cars, Sci-Fi, Sports",Movie,1,8.33,8.418420333424432
204,10800,Chihayafuru,"Drama, Game, Josei, Slice of Life, Sports",TV,25,8.32,8.45273631840796
205,32005,Detective Conan Movie 20: The Darkest Nightmare,"Action, Mystery, Police, Shounen",Movie,1,8.32,8.393939393939394
206,813,Dragon Ball Z,"Action, Adventure, Comedy, Fantasy, Martial Arts, Shounen, Super Power",TV,291,8.32,8.314967278868481
207,27821,Fate/stay night: Unlimited Blade Works - Prologue,"Action, Fantasy, Magic, Shounen, Supernatural",Special,1,8.32,8.479935362240775
208,28725,Kokoro ga Sakebitagatterunda.,"Drama, Romance, School",Movie,1,8.32,8.424807903402854
209,585,Mimi wo Sumaseba,"Adventure, Drama, Fantasy, Romance, Slice of Life",Movie,1,8.32,8.366563117763343
210,16067,Nagi no Asukara,"Drama, Fantasy, Romance",TV,26,8.32,8.493106419646704
211,30,Neon Genesis Evangelion,"Action, Dementia, Drama, Mecha, Psychological, Sci-Fi",TV,26,8.32,8.355801764744909
212,31490,One Piece Film: Gold,"Action, Adventure, Comedy, Drama, Fantasy, Shounen",Movie,1,8.32,8.454545454545455
213,759,Tokyo Godfathers,"Comedy, Drama",Movie,1,8.32,8.351
214,6,Trigun,"Action, Comedy, Sci-Fi",TV,26,8.32,8.419392647842301
215,6864,xxxHOLiC Rou,"Mystery, Supernatural",OVA,2,8.32,8.412605042016807
216,9735,Gintama: Shinyaku Benizakura-hen,"Action, Comedy, Historical, Parody, Samurai, Sci-Fi, Shounen",Special,1,8.31,8.40117994100295
217,11977,Mahou Shoujo Madoka★Magica Movie 1: Hajimari no Monogatari,"Drama, Magic, Psychological, Thriller",Movie,1,8.31,8.378260869565217
218,11123,Sekaiichi Hatsukoi 2,"Comedy, Drama, Romance, Shounen Ai",TV,12,8.31,8.459945291129348
219,23847,Yahari Ore no Seishun Love Comedy wa Machigatteiru. Zoku,"Comedy, Drama, Romance, School",TV,13,8.31,8.320953941379939
220,33161,Yahari Ore no Seishun Love Comedy wa Machigatteiru. Zoku OVA,"Comedy, Romance, School",OVA,1,8.31,8.215238095238096
221,962,Aria The Natural,"Fantasy, Sci-Fi, Shounen, Slice of Life",TV,26,8.3,8.421109902067464
222,1519,Black Lagoon: The Second Barrage,"Action, Seinen",TV,12,8.3,8.43280893479044
223,2167,Clannad,"Comedy, Drama, Romance, School, Slice of Life, Supernatural",TV,23,8.3,8.514243038514882
224,16706,Kami nomi zo Shiru Sekai: Megami-hen,"Comedy, Harem, Romance, Shounen, Supernatural",TV,12,8.3,8.429985260054748
225,5681,Summer Wars,"Comedy, Sci-Fi",Movie,1,8.3,8.445623658478416
226,3901,Baccano! Specials,"Action, Comedy, Historical, Mystery, Seinen, Supernatural",Special,3,8.29,8.413591359135914
227,6467,Detective Conan Movie 14: The Lost Ship in the Sky,"Action, Mystery, Police, Shounen",Movie,1,8.29,8.37707182320442
228,10271,Gyakkyou Burai Kaiji: Hakairoku-hen,"Game, Psychological, Seinen, Thriller",TV,26,8.29,8.326615293420273
229,22507,Initial D Final Stage,"Cars, Seinen, Sports",TV,4,8.29,8.366666666666667
230,3701,Kaiba,"Adventure, Mystery, Romance, Sci-Fi",TV,12,8.29,8.37701396348013
231,19123,One Piece: Episode of Merry - Mou Hitori no Nakama no Monogatari,"Action, Adventure, Comedy, Drama, Fantasy, Shounen, Super Power",Special,1,8.29,8.549603174603174
232,33255,Saiki Kusuo no Ψ-nan (TV),"Comedy, School, Shounen, Supernatural",TV,120,8.29,
233,372,Cardcaptor Sakura Movie 2: Fuuin Sareta Card,"Comedy, Drama, Fantasy, Magic, Romance, Shoujo",Movie,1,8.28,8.31570996978852
